decision_point,trump,our_score,their_score,bidding_meld,defending_meld,hand,meld_total,ace_count,trump_length,longest_side_suit,has_run,has_pinochle,has_around,bid,score_diff,partner_has_bid,partner_has_passed,p_make,ev_take,ev_defend,ev_play_on,ev_fold,verdict_bid,verdict_fold
bid,D,0,0,,,10C_2 10S_2 9D_1 9S_2 AC_2 AS_2 JD_1 KD_2 KH_1 QD_2 QH_1 QS_2,110,2,4,4,0,1,0,310,0,1,0,0.6133,0.4667,39.3333,,,0,
bid,C,0,0,,,10C_1 10D_1 10S_1 AC_1 AH_1 JC_2 JH_1 KC_1 KC_2 KS_2 QC_2 QH_2,150,2,6,3,1,0,0,310,0,0,1,1.0,321.0667,-73.4,,,1,
bid,D,0,0,,,10D_2 9C_1 9H_2 9S_1 AH_2 JD_2 JH_2 JS_1 KD_1 KS_1 QC_1 QD_1,40,1,4,3,0,0,0,320,0,0,1,0.5467,-95.0667,-83.6667,,,0,
fold,C,0,0,160,110,10C_1 10H_2 AC_1 AH_1 JC_1 JC_2 JH_1 KC_1 KC_2 QC_2 QH_2 QS_1,150,2,7,4,1,0,0,310,0,0,0,0.9667,,,203.8,-420.0,,0
bid,S,340,180,,,10C_2 9S_1 AD_1 AH_1 JD_2 KC_2 KH_2 KS_1 KS_2 QD_1 QS_1 QS_2,130,2,5,3,0,1,0,300,160,0,0,0.9,296.0667,68.8667,,,1,
bid,S,180,340,,,10H_1 10S_2 9C_2 AC_2 AD_2 AS_2 JC_2 JS_1 KD_1 KD_2 QC_1 QH_1,0,3,3,4,0,0,0,310,-160,0,0,0.1933,-314.6,-31.7333,,,0,
bid,H,340,180,,,10D_1 10H_2 9C_1 9D_2 9H_1 9H_2 9S_2 JD_1 JS_2 KC_1 KH_1 QH_2,60,0,5,3,0,0,0,310,160,1,0,0.4,-216.4667,-168.0,,,0,
bid,C,180,340,,,10C_1 10D_2 10S_1 9D_1 AC_1 AH_2 AS_1 JC_1 JH_1 JH_2 QC_2 QD_2,0,3,4,3,0,0,0,310,-160,0,1,0.66,-5.0,-44.6667,,,1,
bid,S,340,180,,,10C_2 9S_1 AD_1 AH_1 JD_2 KC_2 KH_2 KS_1 KS_2 QD_1 QS_1 QS_2,130,2,5,3,0,1,0,320,160,0,1,0.8,212.0667,134.6,,,1,
bid,C,180,340,,,10C_1 10D_2 10S_1 9D_1 AC_1 AH_2 AS_1 JC_1 JH_1 JH_2 QC_2 QD_2,0,3,4,3,0,0,0,330,-160,0,1,0.7,28.5333,-28.2,,,1,
fold,S,340,180,420,0,10D_1 9S_1 AD_1 JD_1 JD_2 JS_2 KH_2 KS_1 KS_2 QD_1 QS_1 QS_2,390,1,6,5,0,1,0,320,160,0,0,1.0,,,508.5333,-320.0,,0
bid,C,300,890,,,10H_1 10H_2 10S_2 9C_2 9H_1 9S_1 9S_2 AC_2 AD_2 JH_1 QD_2 QH_2,10,2,2,5,0,0,0,300,-590,0,0,0.0733,-424.0,-145.2,,,0,
bid,S,890,300,,,10D_2 10S_1 9C_1 9D_2 9H_2 AH_2 AS_2 JS_1 KC_1 KH_2 KS_1 QD_1,0,2,4,3,0,0,0,300,590,0,0,0.5867,-62.0,-145.9333,,,1,
bid,C,300,890,,,10C_1 10D_1 AC_1 AS_1 JC_1 KC_2 KD_1 KH_1 KS_2 QC_2 QS_1 QS_2,250,2,5,4,1,0,1,310,-590,0,1,1.0,348.9333,124.8,,,1,
bid,D,890,300,,,10C_2 9D_1 AD_1 AH_1 JC_2 JD_1 JD_2 JH_2 JS_2 KD_2 QC_1 QH_1,50,2,5,3,0,0,1,320,590,1,0,0.3267,-204.0667,98.6,,,0,
bid,S,890,300,,,10D_2 10S_1 9C_1 9D_2 9H_2 AH_2 AS_2 JS_1 KC_1 KH_2 KS_1 QD_1,0,2,4,3,0,0,0,320,590,0,1,0.5533,-81.8,-112.2667,,,1,
fold,C,300,890,260,50,10C_1 10S_2 AC_1 AC_2 AD_2 JC_1 KC_2 KD_1 KH_1 KS_2 QC_2 QS_1,250,3,6,3,1,0,1,310,-590,0,0,1.0,,,306.5333,-360.0,,0
bid,D,0,0,,,10C_2 10D_1 10D_2 9C_2 AD_2 AH_1 AS_1 JC_1 JS_1 KD_2 QC_1 QD_1,40,3,5,4,0,0,0,300,0,0,0,0.8333,145.4,-19.6,,,1,
bid,S,0,0,,,10H_1 10H_2 10S_2 9C_1 9H_1 9S_1 9S_2 JH_2 KD_1 KH_1 QC_2 QS_1,20,0,4,5,0,0,0,310,0,0,0,0.1867,-348.0667,-106.0,,,0,
bid,C,0,0,,,10C_1 AC_1 AD_1 JC_2 KC_1 KC_2 KH_2 KS_1 KS_2 QD_2 QH_1 QS_2,40,2,5,3,0,0,0,310,0,1,0,0.6333,51.8,122.6667,,,0,
bid,S,0,0,,,10S_1 9D_1 9D_2 9H_2 AC_2 AH_2 AS_2 JD_1 JD_2 JH_1 JS_2 QH_2,0,3,3,4,0,0,0,310,0,0,1,0.5,-69.8667,-0.6,,,0,
fold,D,0,0,60,20,10D_1 10D_2 9C_2 AD_1 AD_2 JC_1 JS_1 KD_2 QC_1 QD_1 QD_2 QS_2,40,2,7,3,0,0,0,300,0,0,0,0.2,,,-267.6667,-320.0,,0
bid,D,70,-300,,,10C_1 10C_2 9H_2 AC_1 AC_2 AD_1 AD_2 AH_1 JH_1 KC_1 KD_2 QD_2,40,5,4,5,0,0,0,300,370,0,0,0.7467,78.5333,-32.5333,,,1,
bid,H,-300,70,,,10H_2 9C_2 9H_1 9S_2 AH_2 AS_1 JC_1 JH_2 JS_2 KS_1 QH_1 QH_2,10,2,6,4,0,0,0,310,-370,0,0,0.6533,52.8,-131.2,,,1,
bid,S,70,-300,,,10D_1 10D_2 10H_1 10S_1 9D_1 9S_1 AS_2 JS_1 KH_1 KH_2 QC_1 QD_1,10,1,4,4,0,0,0,320,370,1,0,0.1067,-370.5333,-16.7333,,,0,
bid,C,-300,70,,,10S_2 9C_1 9D_2 JC_2 JD_1 JD_2 KC_2 KD_1 KS_2 QC_2 QS_1 QS_2,370,0,4,4,0,1,0,320,-370,1,0,0.4467,-156.6667,316.0,,,0,
bid,D,70,-300,,,10C_1 10C_2 9H_2 AC_1 AC_2 AD_1 AD_2 AH_1 JH_1 KC_1 KD_2 QD_2,40,5,4,5,0,0,0,320,370,0,1,0.62,4.6667,5.4,,,0,
fold,H,-300,70,130,30,10H_2 10S_2 9C_2 9H_1 9S_2 AH_2 JC_1 JD_1 JH_2 QH_1 QH_2 QS_1,50,1,6,3,0,1,0,310,-370,0,0,0.26,,,-264.8,-340.0,,0
bid,S,-610,190,,,10D_1 10S_1 10S_2 9C_1 9S_1 9S_2 AC_2 JD_2 JS_1 KH_1 QD_1 QH_1,40,1,5,3,0,0,0,300,-800,0,0,0.2933,-259.8667,-130.0,,,0,
bid,H,190,-610,,,10C_2 10H_2 9D_2 AH_2 AS_2 JH_1 KH_2 KS_1 QC_1 QC_2 QH_2 QS_2,170,2,5,3,1,0,0,300,800,0,0,0.9933,289.6667,0.4,,,1,
bid,H,-610,190,,,10C_1 10D_2 9C_2 9D_1 9H_1 AH_1 AS_1 JC_2 JD_1 JS_2 KC_2 KS_2,10,2,2,4,0,0,0,310,-800,0,1,0.08,-431.1333,-41.0,,,0,
bid,D,190,-610,,,10H_1 9H_2 AC_1 AD_1 AD_2 JC_1 JH_2 KC_1 KD_1 KD_2 QD_2 QS_1,40,3,5,3,0,0,0,310,800,1,0,0.6267,11.5333,77.4667,,,0,
fold,H,190,-610,220,50,10H_1 10H_2 9D_2 AH_2 JH_1 KC_1 KH_2 KS_1 QC_2 QH_2 QS_1 QS_2,190,1,6,3,1,0,0,300,800,0,0,0.9933,,,239.0,-350.0,,0
bid,S,560,-460,,,10C_2 10H_2 10S_1 10S_2 9C_2 9D_1 9S_2 AC_2 AS_2 KC_2 QH_2 QS_2,10,2,5,4,0,0,0,300,1020,0,0,0.52,-85.1333,-59.4667,,,0,
bid,H,-460,560,,,10D_1 10D_2 9H_1 9H_2 AC_1 AH_1 AH_2 JS_1 KD_1 KH_2 KS_1 QC_2,20,3,5,3,0,0,0,310,-1020,0,0,0.36,-177.4667,-8.9333,,,0,
bid,D,560,-460,,,10C_1 9C_1 9D_2 9S_1 AD_2 JC_1 JD_1 JH_1 JS_2 KS_2 QC_1 QH_1,50,1,3,4,0,0,1,310,1020,1,0,0.0667,-445.7333,-131.2667,,,0,
bid,D,-460,560,,,10H_1 AD_1 AS_1 JC_2 JD_2 JH_2 KC_1 KD_2 KH_1 QD_1 QD_2 QS_1,80,2,5,3,0,1,0,310,-1020,0,1,0.8267,169.2667,40.0,,,1,
bid,S,560,-460,,,10C_2 10H_2 10S_1 10S_2 9C_2 9D_1 9S_2 AC_2 AS_2 KC_2 QH_2 QS_2,10,2,5,4,0,0,0,320,1020,0,1,0.3933,-171.8,-38.9333,,,0,
fold,D,-460,560,290,60,10D_1 10D_2 AC_1 AD_1 JC_2 JD_2 JH_2 KD_2 KH_1 QD_1 QD_2 QS_1,190,2,7,2,1,1,0,310,-1020,0,0,1.0,,,356.6667,-370.0,,0
bid,H,40,660,,,10D_2 9C_2 9D_2 9H_1 AD_1 AH_1 AH_2 JC_2 JH_2 KC_1 KD_1 QS_1,10,3,4,4,0,0,0,300,-620,0,0,0.4867,-105.0,-6.2,,,0,
bid,S,660,40,,,10D_1 9S_1 AD_2 AS_1 AS_2 JC_1 JD_1 JD_2 JH_1 JS_2 KH_2 QS_2,90,3,5,4,0,1,1,300,620,0,0,0.8267,236.6667,124.8667,,,1,
bid,C,40,660,,,10C_2 10S_1 9C_1 9D_1 9H_2 JS_1 KC_2 KH_1 KS_1 KS_2 QC_2 QD_1,50,0,4,4,0,0,0,310,-620,0,1,0.3733,-225.7333,-90.5333,,,0,
bid,D,660,40,,,10C_1 10H_1 10H_2 10S_2 9S_2 AC_1 AC_2 KD_2 QC_1 QD_2 QH_1 QH_2,40,2,2,4,0,0,0,310,620,1,0,0.1067,-415.6667,25.2,,,0,
fold,S,660,40,140,20,10H_1 10S_2 9S_1 AC_2 AS_1 AS_2 JC_1 JD_1 JD_2 JH_1 JS_2 QS_2,90,3,6,2,0,1,1,300,620,0,0,0.5133,,,-65.2667,-320.0,,0
bid,S,980,130,,,10D_1 10H_1 9C_2 9H_2 AS_1 JS_2 KC_2 KH_1 KS_2 QC_2 QS_1 QS_2,60,1,5,3,0,0,0,300,850,0,0,0.76,81.8667,-56.7333,,,1,
bid,D,130,980,,,10C_1 10C_2 AC_2 AH_1 AS_2 JH_1 JH_2 KD_1 KH_2 KS_1 QD_1 QD_2,40,3,3,4,0,0,0,300,-850,0,0,0.5333,-112.6667,55.6667,,,0,
bid,S,980,130,,,10D_2 10S_1 10S_2 9C_1 9S_1 9S_2 AC_1 AD_1 JC_1 JS_1 KC_1 KD_2,20,2,5,4,0,0,0,300,850,0,1,0.3867,-209.5333,-155.0,,,0,
fold,D,130,980,80,40,9D_1 9D_2 9H_1 AD_2 JC_2 JD_1 JD_2 KD_1 QC_1 QD_1 QD_2 QH_2,60,1,8,2,0,0,0,250,-850,0,0,0.68,,,2.9333,-290.0,,0
bid,H,0,0,,,10D_2 10S_2 9H_2 AD_1 AH_2 JH_1 KC_2 KD_1 KH_2 QC_1 QH_2 QS_2,70,2,5,3,0,0,0,300,0,0,0,0.8267,165.8,0.6667,,,1,
bid,S,0,0,,,10D_1 10H_1 10S_1 9D_1 9H_1 9S_2 AC_2 AS_2 JH_2 JS_2 KD_2 KH_1,10,2,4,4,0,0,0,310,0,0,0,0.2533,-295.9333,-111.9333,,,0,
bid,S,0,0,,,10C_1 10H_2 9C_1 9D_2 9S_1 AH_1 AS_1 JC_1 JD_2 KS_1 QD_1 QS_1,90,2,4,3,0,1,0,310,0,1,0,0.5867,-46.1333,0.9333,,,0,
bid,C,0,0,,,10C_2 9C_2 AC_1 AD_2 JC_2 JD_1 JS_1 KC_1 KS_2 QC_2 QD_2 QH_1,160,2,6,3,1,0,0,310,0,0,1,1.0,334.2667,9.8,,,1,
bid,H,0,0,,,10D_2 10S_2 9H_2 AD_1 AH_2 JH_1 KC_2 KD_1 KH_2 QC_1 QH_2 QS_2,70,2,5,3,0,0,0,320,0,0,1,0.7933,148.2,69.0667,,,1,
bid,C,0,0,,,10C_2 9C_2 AC_1 AD_2 JC_2 JD_1 JS_1 KC_1 KS_2 QC_2 QD_2 QH_1,160,2,6,3,1,0,0,330,0,0,1,0.9933,314.2667,47.2667,,,1,
bid,H,0,0,,,10D_2 10S_2 9H_2 AD_1 AH_2 JH_1 KC_2 KD_1 KH_2 QC_1 QH_2 QS_2,70,2,5,3,0,0,0,340,0,0,1,0.7733,143.6667,81.2667,,,1,
fold,C,0,0,160,130,10C_2 10D_1 9C_2 AC_1 AC_2 AS_2 JC_2 JS_1 KC_1 QC_2 QD_2 QH_1,160,3,7,2,1,0,0,330,0,0,0,0.6733,,,-47.9333,-460.0,,0
bid,H,-330,220,,,10H_1 10H_2 10S_1 9C_2 9H_1 9H_2 9S_2 JD_1 JD_2 KD_2 QC_1 QS_1,60,0,4,3,0,1,0,300,-550,0,0,0.3667,-221.5333,-26.2,,,0,
bid,C,220,-330,,,10D_1 9C_1 9S_1 AC_1 AC_2 AD_1 AS_1 JC_2 JH_1 KC_2 KS_2 QD_1,10,4,5,3,0,0,0,300,550,0,0,0.8067,140.1333,-5.8667,,,1,
bid,D,-330,220,,,10C_2 10D_2 10S_2 9D_1 9D_2 AD_2 AS_2 JS_1 JS_2 KC_1 KH_2 QD_2,20,2,5,4,0,0,0,310,-550,0,1,0.5467,-62.1333,-117.7333,,,1,
bid,H,220,-330,,,10C_1 AH_1 AH_2 JC_1 JH_2 KD_1 KH_1 KS_1 QC_2 QH_1 QH_2 QS_2,60,2,6,3,0,0,0,320,550,1,0,0.8067,169.0667,68.8,,,1,
bid,C,220,-330,,,10D_1 9C_1 9S_1 AC_1 AC_2 AD_1 AS_1 JC_2 JH_1 KC_2 KS_2 QD_1,10,4,5,3,0,0,0,330,550,1,0,0.66,51.6667,34.2,,,1,
bid,D,-330,220,,,10C_2 10D_2 10S_2 9D_1 9D_2 AD_2 AS_2 JS_1 JS_2 KC_1 KH_2 QD_2,20,2,5,4,0,0,0,330,-550,0,1,0.4,-163.8,-115.9333,,,0,
fold,H,220,-330,100,60,10D_1 AC_2 AH_1 AH_2 JC_1 JH_1 JH_2 KH_1 KS_1 QH_1 QH_2 QS_2,60,3,7,2,0,0,0,320,550,0,0,0.2333,,,-293.8667,-380.0,,0
bid,D,-100,-200,,,10C_1 10D_2 10H_1 9C_2 9D_1 9D_2 9H_1 9H_2 AD_2 AS_2 JH_2 QH_2,20,2,4,5,0,0,0,300,100,0,0,0.1667,-345.8,-189.2667,,,0,
bid,C,-200,-100,,,10S_1 9C_1 9S_2 AC_1 AD_1 JS_1 JS_2 KC_2 QC_1 QC_2 QD_1 QD_2,50,2,5,4,0,0,0,300,-100,0,0,0.7733,105.6667,-111.8,,,1,
bid,H,-100,-200,,,10H_2 AH_2 AS_1 JC_1 JC_2 JH_1 KC_1 KD_1 KD_2 KH_1 KS_1 QS_2,100,2,4,3,0,0,1,310,100,0,1,0.6067,-9.2667,194.3333,,,0,
bid,H,-200,-100,,,10C_2 10D_1 10S_2 9S_1 AC_2 AH_1 JD_1 JD_2 KH_2 KS_2 QH_1 QS_1,100,2,3,4,0,1,0,310,-100,1,0,0.6533,27.2667,82.0,,,0,
fold,C,-200,-100,90,110,10D_1 9C_1 9S_2 AC_1 JD_1 JD_2 JS_2 KC_2 QC_1 QC_2 QD_1 QD_2,50,1,5,5,0,0,0,300,-100,0,0,0.0933,,,-446.2667,-410.0,,1
bid,S,-500,10,,,10D_2 10S_1 10S_2 9D_1 9S_1 AC_1 AH_2 JH_2 KD_2 KH_2 QC_1 QC_2,10,2,3,3,0,0,0,300,-510,0,0,0.0933,-397.0,-113.9333,,,0,
bid,D,10,-500,,,10D_1 9C_2 9D_2 9H_1 9H_2 AC_2 AD_1 JC_1 JC_2 KS_1 QH_2 QS_1,30,2,3,4,0,0,0,300,510,0,0,0.2,-347.8,-16.6,,,0,
bid,D,-500,10,,,10C_1 10H_1 9C_1 9S_2 AD_2 AS_1 JH_1 JS_2 KC_2 KD_1 KS_2 QD_1,40,2,3,4,0,0,0,300,-510,0,1,0.3467,-268.1333,-163.6667,,,0,
fold,H,10,-500,360,20,10D_1 10H_2 AH_1 JD_1 JD_2 JS_1 KH_1 QD_2 QH_1 QH_2 QS_1 QS_2,340,1,5,4,0,1,0,250,510,0,0,1.0,,,418.4,-270.0,,0
bid,C,500,-360,,,10C_1 9H_1 9S_2 AC_2 AD_1 AH_1 JC_1 KC_1 KD_2 KS_2 QD_2 QH_2,20,3,4,3,0,0,0,300,860,0,0,0.7733,117.2667,2.8667,,,1,
bid,S,-360,500,,,10H_2 9H_2 AD_2 AS_1 AS_2 JD_1 JD_2 JH_2 KC_2 QC_1 QD_1 QS_2,60,3,3,4,0,1,0,310,-860,0,0,0.6467,40.3333,214.8,,,0,
bid,S,500,-360,,,10D_1 10S_2 9D_1 9D_2 AH_2 JC_2 JS_1 KH_1 KH_2 KS_1 QC_2 QS_1,40,1,4,3,0,0,0,310,860,1,0,0.5267,-107.0,8.4667,,,0,
bid,C,-360,500,,,10C_2 10D_2 10H_1 10S_1 9C_1 9C_2 9S_1 AC_1 JH_1 JS_2 KD_1 QH_1,20,1,4,3,0,0,0,310,-860,0,1,0.06,-413.6667,-201.2667,,,0,
fold,C,500,-360,230,100,10C_1 9H_1 9S_2 AC_2 JC_1 JC_2 KC_1 KD_2 QC_2 QD_2 QH_2 QS_1,230,1,6,2,1,0,1,300,860,0,0,1.0,,,198.4,-400.0,,0
bid,S,-130,850,,,10S_1 10S_2 9S_2 AC_2 AH_2 AS_1 JC_1 JC_2 JS_2 KH_2 KS_2 QD_1,10,3,6,3,0,0,0,300,-980,0,0,0.7867,157.5333,-10.6667,,,1,
bid,D,850,-130,,,10D_2 9C_1 9D_1 9H_1 9S_1 AD_2 KC_2 KD_1 KD_2 QD_2 QH_1 QH_2,50,1,6,3,0,0,0,310,980,0,0,0.6933,26.1333,-54.5333,,,1,
bid,S,-130,850,,,10D_1 10H_2 9C_2 9D_2 9H_2 AD_1 AH_1 AS_2 JH_1 JS_1 KS_1 QS_1,40,3,4,4,0,0,0,310,-980,1,0,0.7133,39.9333,-0.6667,,,1,
bid,C,850,-130,,,10C_1 10C_2 10H_1 AC_1 JD_1 JD_2 JH_2 KC_1 KH_1 QC_1 QC_2 QS_2,80,1,6,3,0,1,0,310,980,0,1,0.92,345.0667,34.4,,,1,
fold,S,-130,850,160,90,10S_1 10S_2 9S_2 AS_1 AS_2 JC_1 JC_2 JS_2 KS_1 KS_2 QD_1 QS_1,160,2,9,2,1,0,0,300,-980,0,0,1.0,,,217.4667,-390.0,,0
bid,D,940,280,,,9D_1 9D_2 9H_1 9H_2 9S_2 AC_1 AD_2 AH_2 JC_1 JH_1 KC_2 QH_2,20,3,3,5,0,0,0,300,660,0,0,0.16,-372.8,-167.1333,,,0,
bid,S,280,940,,,10C_1 9C_2 AS_1 AS_2 JD_1 JH_2 JS_2 KS_1 QC_2 QD_1 QH_1 QS_2,140,2,5,3,0,1,1,300,-660,0,0,0.7333,82.5333,154.4667,,,0,
bid,D,940,280,,,10D_1 10D_2 10S_1 10S_2 9C_1 AD_1 AH_1 JC_2 KD_1 KD_2 KH_2 QD_2,40,2,6,2,0,0,0,310,660,0,1,0.8267,164.4667,-77.5333,,,1,
bid,C,280,940,,,10C_2 10H_1 10H_2 9S_1 AC_2 JD_2 JS_1 KC_1 KH_1 KS_2 QC_1 QS_1,100,1,4,4,0,1,0,310,-660,1,0,0.7733,87.7333,97.5333,,,0,
fold,S,280,940,470,30,AS_1 AS_2 JD_1 JD_2 JS_2 KS_1 KS_2 QC_2 QD_1 QH_1 QS_1 QS_2,440,2,7,3,0,1,1,300,-660,0,0,1.0,,,560.0,-330.0,,0
bid,C,0,0,,,10C_2 10H_1 9C_2 9D_1 AC_1 AC_2 JC_1 JD_2 KS_2 QD_1 QH_1 QH_2,10,2,5,3,0,0,0,300,0,0,0,0.44,-103.9333,42.8667,,,0,
bid,S,0,0,,,10D_1 9D_2 9S_1 AH_1 AS_2 JC_2 JD_1 JH_2 KD_1 KH_1 QC_1 QS_1,50,2,3,4,0,1,0,300,0,0,0,0.36,-224.4,-15.8,,,0,
bid,S,0,0,,,10H_2 10S_2 9S_2 AD_1 AD_2 AH_2 AS_1 JS_2 KC_2 KH_2 KS_1 QC_2,30,4,5,3,0,0,0,300,0,0,1,0.78,132.9333,56.3333,,,1,
bid,D,0,0,,,10C_1 10D_2 10S_1 9C_1 9H_1 9H_2 JH_1 JS_1 KC_1 KD_2 QD_2 QS_2,40,0,3,3,0,0,0,310,0,0,1,0.3533,-265.2667,-81.2,,,0,
bid,D,70,-300,,,10C_2 AC_1 AC_2 AD_1 AH_1 JD_2 KD_1 KD_2 KH_2 KS_1 QD_2 QH_1,60,4,5,3,0,0,0,300,370,0,0,0.9467,296.1333,191.7333,,,1,
bid,S,-300,70,,,10H_2 9C_2 9D_2 9H_1 9H_2 AS_2 JC_2 JH_2 JS_1 KS_2 QH_2 QS_2,40,1,4,5,0,0,0,310,-370,0,0,0.6467,-53.8,-104.1333,,,1,
bid,C,70,-300,,,10C_1 10H_1 10S_2 9S_2 AD_2 AH_2 JC_1 JH_1 JS_2 KC_2 QC_2 QS_1,40,2,4,4,0,0,0,320,370,1,0,0.6533,5.4667,-29.0,,,1,
bid,S,-300,70,,,10D_1 10D_2 10S_1 9C_1 9D_1 9S_1 AS_1 JD_1 KC_1 KH_1 QC_1 QD_1,30,1,3,5,0,0,0,330,-370,1,0,0.08,-395.3333,29.3333,,,0,
bid,D,70,-300,,,10C_2 AC_1 AC_2 AD_1 AH_1 JD_2 KD_1 KD_2 KH_2 KS_1 QD_2 QH_1,60,4,5,3,0,0,0,330,370,1,0,0.8733,241.8,285.2667,,,0,
bid,S,-300,70,,,10H_2 9C_2 9D_2 9H_1 9H_2 AS_2 JC_2 JH_2 JS_1 KS_2 QH_2 QS_2,40,1,4,5,0,0,0,330,-370,0,1,0.4933,-151.1333,-62.4,,,0,
fold,C,70,-300,270,80,10C_1 9S_2 AC_1 AC_2 AH_2 JC_1 JD_2 JH_1 JS_2 KC_2 QC_2 QS_1,230,3,6,3,1,1,1,320,370,0,0,1.0,,,298.8,-400.0,,0
bid,C,-130,500,,,9D_2 9S_1 AC_1 AD_2 AH_2 AS_1 JD_2 JH_2 JS_1 KC_2 QC_2 QH_2,140,4,3,3,0,0,1,300,-630,0,0,1.0,270.9333,57.2667,,,1,
bid,C,500,-130,,,10C_2 9C_1 9C_2 9H_1 9H_2 AC_2 JC_1 JC_2 JH_1 KS_1 KS_2 QS_1,40,1,6,3,0,0,0,310,630,0,0,0.4133,-138.8667,-79.5333,,,0,
bid,D,-130,500,,,10C_1 10D_1 10D_2 9D_1 9S_2 AD_1 AH_1 JD_1 KD_1 KD_2 KH_2 QC_1,10,2,7,2,0,0,0,310,-630,1,0,0.6733,81.8,-83.2667,,,1,
bid,S,500,-130,,,10H_1 10H_2 10S_1 10S_2 AS_2 JS_2 KC_1 KH_1 QD_1 QD_2 QH_1 QS_2,20,1,5,4,0,0,0,310,630,0,1,0.6667,61.2,100.6667,,,0,
bid,C,-130,500,,,9D_2 9S_1 AC_1 AD_2 AH_2 AS_1 JD_2 JH_2 JS_1 KC_2 QC_2 QH_2,140,4,3,3,0,0,1,320,-630,0,1,0.9333,226.8,117.2,,,1,
bid,S,500,-130,,,10H_1 10H_2 10S_1 10S_2 AS_2 JS_2 KC_1 KH_1 QD_1 QD_2 QH_1 QS_2,20,1,5,4,0,0,0,330,630,0,1,0.5467,-32.5333,94.0667,,,0,
fold,C,-130,500,140,60,10C_1 9D_2 AC_1 AD_2 AH_2 AS_1 JD_1 JH_2 KC_2 QC_1 QC_2 QH_2,140,4,5,3,0,0,1,320,-630,0,0,0.6533,,,-2.1333,-380.0,,0
bid,H,650,-450,,,10H_2 9C_1 9C_2 9D_2 AC_2 AH_1 AH_2 JC_2 KH_1 QC_2 QH_1 QH_2,40,3,6,5,0,0,0,300,1100,0,0,0.9533,298.2,-115.0667,,,1,
bid,S,-450,650,,,10H_1 10S_2 9S_1 9S_2 AD_1 AS_1 JC_1 JH_1 JH_2 KD_1 QC_1 QD_1,40,2,4,3,0,0,0,310,-1100,0,0,0.1067,-396.8667,-117.3333,,,0,
bid,D,650,-450,,,10C_1 10C_2 10D_1 AC_1 AD_2 AS_2 JD_1 JS_1 KC_2 KD_2 QD_2 QS_2,190,3,5,4,1,1,0,310,1100,1,0,1.0,386.2,72.5333,,,1,
bid,S,-450,650,,,10D_2 10S_1 9D_1 9H_1 9H_2 JD_2 JS_2 KC_1 KH_2 KS_1 KS_2 QS_1,80,0,5,3,0,1,0,310,-1100,0,1,0.6467,23.8667,-82.8667,,,1,
bid,H,650,-450,,,10H_2 9C_1 9C_2 9D_2 AC_2 AH_1 AH_2 JC_2 KH_1 QC_2 QH_1 QH_2,40,3,6,5,0,0,0,320,1100,0,1,0.8467,205.3333,-64.5333,,,1,
bid,S,-450,650,,,10D_2 10S_1 9D_1 9H_1 9H_2 JD_2 JS_2 KC_1 KH_2 KS_1 KS_2 QS_1,80,0,5,3,0,1,0,330,-1100,0,1,0.5667,-45.8667,-92.7333,,,1,
bid,H,650,-450,,,10H_2 9C_1 9C_2 9D_2 AC_2 AH_1 AH_2 JC_2 KH_1 QC_2 QH_1 QH_2,40,3,6,5,0,0,0,340,1100,0,1,0.84,211.4667,-60.2,,,1,
bid,S,-450,650,,,10D_2 10S_1 9D_1 9H_1 9H_2 JD_2 JS_2 KC_1 KH_2 KS_1 KS_2 QS_1,80,0,5,3,0,1,0,350,-1100,0,1,0.6133,-15.8667,0.4,,,0,
fold,H,650,-450,120,100,10H_2 9C_1 9C_2 9D_2 AD_2 AH_1 AH_2 JD_1 KH_1 QH_1 QH_2 QS_2,80,3,6,3,0,1,0,340,1100,0,0,0.2133,,,-358.2,-440.0,,0
bid,S,-310,310,,,9C_1 AC_1 AH_2 AS_1 JC_1 JD_2 JH_2 KS_1 KS_2 QD_2 QH_2 QS_2,80,3,4,3,0,1,0,300,-620,0,0,0.8933,243.2667,66.3333,,,1,
bid,S,310,-310,,,10C_2 10D_1 9H_1 9S_1 AD_1 AD_2 AH_1 AS_2 JC_2 KC_1 KD_1 KD_2,10,4,2,5,0,0,0,310,620,0,0,0.06,-413.8,-111.0667,,,0,
bid,H,-310,310,,,10C_1 10H_2 10S_2 9C_2 9D_1 9D_2 JD_1 JH_1 JS_1 KH_1 QH_1 QS_1,80,0,4,3,0,1,0,310,-620,1,0,0.5533,-111.9333,-141.5333,,,1,
bid,C,310,-310,,,10D_2 10H_1 10S_1 9H_2 9S_2 AC_2 JS_2 KC_2 KH_2 QC_1 QC_2 QD_1,40,1,4,3,0,0,0,310,620,0,1,0.3733,-232.2667,-142.6667,,,0,
fold,S,-310,310,400,40,10S_2 9C_1 AS_1 JD_1 JD_2 JH_2 KS_1 KS_2 QD_2 QH_2 QS_1 QS_2,380,1,6,3,0,1,0,300,-620,0,0,1.0,,,432.9333,-340.0,,0
bid,H,450,240,,,10H_1 10S_1 9H_2 9S_2 AC_2 AD_2 AH_2 AS_1 JH_1 KD_1 QC_2 QH_2,110,4,5,3,0,0,1,300,210,0,0,0.98,318.7333,34.5333,,,1,
bid,D,240,450,,,10C_1 10D_1 10S_2 9H_1 AD_1 JC_2 JD_2 KD_2 KH_2 QD_1 QD_2 QS_1,190,1,6,2,1,1,0,310,-210,0,0,1.0,326.5333,-19.6667,,,1,
